"axis","pole_direction","pole_label","strength","source","question_text","source_pool_file"
"Agency","yielding","Yielding / Accommodating","mild","baseline row 420","I tend to let multiple people contribute to important documents without one person holding the pen.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 316","When a conversation stalls, I invite quieter voices to share before proposing anything.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 170","I find it important to stay aligned with the group, even at the cost of my personal preference.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 332","I feel a surge of energy when a team collectively discovers its new direction.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 134","I want to be part of shaping how a project unfolds, alongside others.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 100","When I have a vision, I wait to see if others share it before moving forward.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 320","I am the one who typically helps the group settle on the key question together.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 52","I like to take time and let the group deliberate before a decision is made.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 192","I am attracted to opportunities where I can blend into a well-functioning team.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 312","I trust that the group will eventually resolve its own circular discussions.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 304","I look for ways to distribute ownership of problems across the group.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 68","I take pride in the behind-the-scenes work that makes a project succeed.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 80","I find it easy to go along with the group's direction, even when I have reservations.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 194","I find it natural to sit back and let the group work through its process.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 230","I feel empowered when the group trusts me enough to share power.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 118","I frequently take on supporting or facilitating roles in team settings.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 248","I find it satisfying to maintain cohesion as the group moves forward.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 84","I rarely overrule a group decision, even when I think there is a better option.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 154","I think it is important to remain open and willing to shift with the group.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 314","I enjoy the freedom that comes with not being the person in charge.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 246","I instinctively adapt to whatever structure the group has established.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 108","I naturally listen first and speak after others have shared their thoughts.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 70","I feel energized when a group reaches a genuine consensus.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 178","I feel responsible for keeping a group connected and cohesive.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 58","I let the group find its own course, even if I see a different path.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 296","I gravitate toward letting discussions continue until the group is satisfied.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 264","I am inclined to keep options open until the group has weighed in.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 284","I thrive when I have the trust of a group that works together.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 64","I naturally defer to others in informal group settings.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 180","I am energized by the process of building a decision together.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","moderate","baseline row 274","I view deferring to others as a service to the group.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 394","When entering a new group, I observe how things work before settling into a role.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 500","I enjoy knowing that a project can succeed regardless of whether I am personally driving it.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 358","I feel most capable when authority is shared across team members in a domain.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 544","I raise concerns when collaboration gets off track but leave it to the group to set boundaries.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 572","I feel most in my element when the go or no-go call is a genuine group decision.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 356","I am typically the one who helps the group keep deliberating until a tie resolves itself.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 450","I offer feedback only when asked or when the group has a feedback culture in place.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 452","I am wired to flag what seems broken and let the group decide how to address it.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 422","I enjoy being part of a group that evaluates ideas together without veto power.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 482","I like when the scope of work is something the whole team defines together.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 582","I see my job as walking the path alongside the group, wherever it leads.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 570","I enjoy adapting to and reinforcing the culture that already exists on a team.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 164","I feel a strong pull to be deeply involved in important initiatives, though not necessarily in charge.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 526","I find it difficult to overrule suggestions, even when they do not align with my own thinking.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 370","I feel comfortable contributing to something that bears the group's stamp, not mine.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 520","I am recognized for my ability to weave diverse viewpoints into a cohesive group effort.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 458","I am the person who asks the team how they would like to frame a problem.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 508","I always consult with my team before making commitments that involve them.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 530","I speak in a way that signals the discussion remains open for others to shape.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 468","I share my perspective and then genuinely let the group weigh all viewpoints equally.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 502","I am content letting the group commit without needing to add my final word.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 534","I want to support whoever launches new ventures within my team.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 516","I ask the group to define what done looks like before we begin.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 492","I feel energized when the group collectively turns a situation around.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 504","I naturally distribute decision-making power more broadly as projects progress.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 392","I feel at home rotating representation duties among group members.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 562","I resist pecking orders and advocate for egalitarian group dynamics.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 596","I am open to revisiting any decision if the group raises new concerns.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 412","I notice that I calibrate my effort to match the group's established rhythm.","axis5-agency.json"
"Agency","yielding","Yielding / Accommodating","strong","baseline row 386","I am energized by helping a group articulate its shared vision to stakeholders.","axis5-agency.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 73","After an emotionally charged event, I feel like I need to recover as if from physical exertion.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 308","When I hear unexpected good news, the rush of feeling is so strong I sometimes have to sit down.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 19","When I'm excited about something, I feel it in every cell of my body.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 27","When I feel gratitude, it swells inside me until I can barely contain it.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 69","When someone raises their voice near me, my whole system goes on high alert.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 51","When I get frustrated, the frustration escalates rapidly to a peak.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 39","After receiving bad news, I can feel the shock reverberating through my body for hours.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 85","I am easily swept up in the emotional energy of a crowd or a room.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 23","After a stressful event, it takes me a long time to return to my emotional baseline.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 58","When I'm in a beautiful place, the experience can feel almost painfully vivid.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 142","I tend to be the first person in a room to react emotionally to what's happening.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 34","When something wonderful happens, my elation is so strong it can feel almost manic.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 45","When I'm moved by something, the feeling washes over me like a wave.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 100","When I get good news, the euphoria can last for days.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 426","I notice that my emotional intensity ebbs and flows like weather systems rather than following a predictable pattern.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 4","When something excites me, the rush of energy is almost overwhelming.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 50","I tend to feel the full weight of an experience rather than experiencing it at a distance.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 72","I notice that even subtle shifts in atmosphere — a room going quiet, a change in tone — hit me with force.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 11","I go from calm to fully activated in a matter of seconds.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 305","I often feel like my emotional responses are running at double speed compared to the people around me.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 37","Loud noises, bright lights, or sudden changes can trigger an outsized emotional response in me.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 10","When I'm upset, the feeling saturates my entire body.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 6","I can still feel the emotional residue of an argument hours or even days later.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 77","I am the kind of person who can be brought to tears by a commercial.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 74","I experience the onset of emotion as a sudden physical sensation before I can even name what I'm feeling.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 44","I can feel adrenaline surge through me in response to relatively minor provocations.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 60","I carry the emotional tone of a dream well into my waking day.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 406","I notice that when I feel passionate about something, it becomes all-consuming rather than a background interest.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 96","I experience boredom not as a quiet absence but as an agitating restlessness.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","mild","baseline row 98","I tend to re-feel past emotional experiences at nearly their original intensity when I remember them.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 119","When I witness something moving, my eyes well up before I've even decided how I feel about it.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 385","When I feel truly heard and understood, the relief is so profound it can make me cry.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 318","After a heated exchange, my body stays in fight-or-flight mode long after the words have stopped.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 367","When something embarrassing happens, I can feel the heat in my face and neck for minutes afterward.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 315","When someone shares good news, my own excitement can rival theirs in intensity.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 336","When I'm emotionally activated, my peripheral vision narrows and everything feels urgent.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 372","When I feel rejected, the pain is immediate, physical, and consuming.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 379","When I'm excited about a future event, the excitement builds to a pitch that makes it hard to concentrate on anything else.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 374","My body seems to store emotional charge that I can feel building over the course of a stressful week.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 337","I notice that even anticipating a difficult conversation makes my palms sweat and my heart race.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 135","When I encounter injustice, my entire body lights up with agitation.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 322","A photograph from the past can plunge me back into the feelings of that era with startling force.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 365","I experience the surprise of being startled not as a brief jolt but as a lingering rush of adrenaline.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 300","I experience the arrival of strong emotion as a wave that crests before I can brace for it.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 348","When I feel overwhelmed, it's not just emotional — my body feels like it's short-circuiting.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 314","I notice that my jaw clenches and my shoulders tense the instant I feel threatened or upset.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 386","I notice that I feel the emotional weight of news stories as if they were happening to me personally.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 335","I am easily brought to goosebumps by music, words, or images that strike the right chord.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 347","I have cried from the sheer intensity of a sunset, a piece of art, or an act of kindness.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 353","I tend to feel the emotional stakes of a situation far more intensely than the practical stakes.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 319","I notice that my skin flushes or goes pale in direct response to what I'm feeling.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 311","Even a mildly critical tone of voice can set off alarm bells throughout my system.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 327","I experience the end of a vacation or a visit with someone I love as a sharp, almost physical loss.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 105","I experience a new environment as a barrage of stimulation that takes time to process.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 312","I experience the buildup to an important event as a nearly unbearable crescendo of feeling.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 373","I experience guilt as a heavy, nauseating weight that settles in my gut and stays.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 108","I wake from nightmares with my heart pounding and the fear persisting long after I'm fully awake.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 369","I experience moments of tenderness with such intensity that they can bring me to tears.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 310","I can feel the residue of a stressful phone call still buzzing in my body an hour later.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","moderate","baseline row 375","I notice that even reading a particularly moving paragraph in a book can make my throat tighten.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 343","When I feel wronged, the indignation is so intense it can keep me awake at night.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 360","When I connect deeply with someone, the intensity of that bond registers as a physical sensation.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 425","When I'm in the grip of a strong emotion, the world outside of it seems to temporarily cease to exist.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 441","When I receive unexpected praise, the flush of pleasure is so strong it makes me lightheaded.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 417","When I feel betrayed, the shock and hurt land in my body like a physical blow.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 433","When I feel content, the contentment saturates me completely — it's not a background hum, it's the whole song.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 304","When something touches me deeply, I can feel it reverberating in my chest for hours.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 420","I experience the pressure of a deadline not just mentally but as a tightening sensation throughout my body.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 401","When I feel at peace, the sensation is so vivid and complete that it's almost sacred.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 302","I feel the emotional atmosphere of a room the moment I walk in, and it lands in my body immediately.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 306","A tense silence in a conversation produces a physical knot in my stomach almost instantly.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 393","When my expectations are violated, my system reacts as if to a physical shock.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 83","When something delights me, the delight fills me completely.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 402","I notice that my emotional sensitivity means I am deeply affected by the tone of a room, a text, or a glance.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 394","I notice that strong emotions make me hyper-aware of my heartbeat, as if my body is broadcasting its state.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 432","I experience the world as though my emotional volume knob is permanently set several notches above average.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 579","I notice that the anticipation of seeing someone I've missed builds to a physical crescendo in my chest.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 429","My body is always the first to tell me how I'm feeling, often before I have words for it.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 57","I have been told that I feel things more intensely than most people.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 428","I experience the ending of a meaningful chapter — a project, a season, a relationship — as a kind of small death.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 396","I experience the tension before a performance or presentation as an almost intolerable buildup of energy.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 54","I find it hard to be around conflict because my body reacts so strongly to tension.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 418","I notice that my system takes much longer than others' to recalibrate after a disruptive event.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 388","I experience the first moments of waking up after a bad dream as indistinguishable from the terror of the dream itself.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 409","When something touches me, the feeling doesn't just visit — it moves in and stays.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 340","A smell connected to a past experience can instantly transport me into the full emotional state of that time.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 422","I notice that witnessing an argument between other people activates my own nervous system as if I'm involved.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 110","Even reading about an intense event can produce a strong physical reaction in me.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 390","I notice that when I feel vulnerable, every nerve ending seems to be exposed.","axis6-reactivity.json"
"Reactivity","high-reactive","Highly Reactive","strong","baseline row 438","I notice that when multiple emotions arrive at once, the overload can feel physically paralyzing.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 513","I experience the stress of a tight schedule as a practical reality rather than a source of internal turmoil.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 544","I tend to absorb the emotional content of a conversation without it altering my physiological state.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 179","I rarely cry, not because I suppress emotions but because they simply don't reach that intensity.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 173","I notice that my body stays relaxed in situations that make other people tense.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 595","My baseline state is one of such stability that disruptions feel like small departures rather than upheavals.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 516","I tend to process grief in a measured, gradual way rather than in sudden, overwhelming waves.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 529","My emotional spectrum is real and present but it operates in pastel tones rather than neon.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 566","My emotional baseline is so stable that people often describe me as having a calming presence.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 264","I notice that people sometimes wonder if I'm affected by things, but I simply process them at a lower volume.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 562","I tend to notice my emotional reactions in retrospect rather than being gripped by them in the moment.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 272","I tend to feel the same emotional temperature whether I'm at home or in a novel situation.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 215","I tend to move through emotionally charged moments with a sense of groundedness.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 285","I tend to view emotional intensity in others with a kind of curiosity because my own experience is different.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 466","I experience the end of a meaningful period — a trip, a project, a visit — with quiet acceptance rather than anguish.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 497","I tend to feel settled even when circumstances around me are in flux.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 189","I notice that excitement in me feels like a pleasant warmth rather than a roaring fire.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 159","I can receive bad news without my body going into alarm mode.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 273","I experience the ups and downs of life as gentle undulations rather than dramatic swings.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 203","I tend to receive compliments and praise with a sense of quiet satisfaction rather than elation.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 177","I don't tend to carry the emotional residue of one event into the next.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 289","I experience change as something to be navigated calmly rather than something that triggers alarm.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 293","I tend to feel emotionally prepared for whatever comes, because my system doesn't overreact.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 169","I rarely feel emotionally overwhelmed, even during genuinely difficult times.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 534","I tend to emerge from stressful periods without the accumulated tension that others describe.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 151","I can remain focused and clearheaded even in high-pressure situations.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 229","I tend to process emotional experiences in the background while staying functionally engaged.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 571","I tend to respond to emotional provocations with a measured internal response rather than a visceral one.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 163","I tend to feel emotions at a manageable intensity rather than at their extremes.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 166","My inner emotional life is relatively smooth and consistent.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","mild","baseline row 248","I notice that my heart rate stays fairly constant even during heated discussions.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 475","My inner life has a quality of spaciousness — there's room for emotions without them crowding everything out.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 474","I notice that my hands stay steady and my voice stays even in situations that rattle other people.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 490","I experience the anticipation before a big moment as a mild heightening of attention, not a surge of adrenaline.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 492","My internal state has a steadiness that I've come to recognize as simply the way I'm built.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 184","I can be in the middle of a crisis and still feel internally composed.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 452","My emotional responses are proportional and consistent, which gives me a sense of reliability.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 218","I notice that I don't get swept up in the emotional energy of crowds or groups.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 280","I notice that I can hold space for difficult conversations without my own equilibrium being disrupted.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 221","I rarely feel the need to decompress emotionally after social interactions.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 471","I experience emotional pain as a dull awareness that fades predictably over time.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 464","I notice that other people sometimes need to tell me a situation was intense because I didn't register it that way.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 227","I can receive criticism without it sending a jolt through my system.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 286","I notice that major life events produce a proportionate, not outsized, emotional response in me.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 275","I notice that I can be fully engaged in a situation without my emotional volume increasing.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 190","I rarely feel the kind of emotional urgency that demands immediate action.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 461","I experience the space between stimulus and response as comfortably wide.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 244","I can be in the midst of uncertainty and still feel fundamentally okay.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 258","My emotional life has a consistent, predictable quality that I've come to rely on.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 493","I notice that I can sit with ambiguity and uncertainty without my nervous system escalating.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 449","I tend to navigate most situations without noticeable shifts in my internal state.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 260","I notice that I can shift my attention away from emotional stimuli relatively easily.","axis6-reactivity.json"
